date,source,url,currency,title,generator_id,predicted_direction,predicted_magnitude,confidence,pair_context,reasoning
2026-03-05,,https://www.fxstreet.com/news/eurozone-retail-sales-unexpectedly-drops-01-mom-in-january-202603051007,EUR,Eurozone Retail Sales unexpectedly drops 0.1% MoM in January,llm-sentiment-v1,bearish,small,0.8,,"The article reports that Eurozone Retail Sales, a key measure of consumer spending, unexpectedly dropped 0.1% month-on-month in January, while it was expected to grow 0.3%. This indicates weaker than expected economic activity in the Eurozone, which is bearish for the EUR."
2026-03-05,,https://www.fxstreet.com/news/euro-area-labour-market-strength-and-gradual-cooling-danske-bank-202603050930,EUR,Euro area: Labour market strength and gradual cooling – Danske Bank,llm-sentiment-v1,bullish,medium,0.8,,"The article highlights that the Euro area unemployment rate fell to a record-low, which is a positive economic indicator. This could be seen as hawkish for the ECB, suggesting a potential for tighter monetary policy, which would be bullish for the EUR."
2026-03-05,,https://www.fxstreet.com/news/eur-cad-falls-to-near-15850-due-to-higher-oil-prices-202603050930,EUR,EUR/CAD falls to near 1.5850 due to higher Oil prices,llm-sentiment-v1,bearish,medium,0.8,EUR/CAD,"EUR/CAD: The article mentions that EUR/CAD is falling due to higher oil prices, which is negative for the EUR as it suggests economic weakness and a potential dovish shift from the ECB."
2026-03-05,,https://www.fxstreet.com/news/eur-gbp-steadies-near-08700-ahead-of-eurozone-retail-sales-data-202603050906,EUR,EUR/GBP steadies near 0.8700 ahead of Eurozone Retail Sales data,llm-sentiment-v1,neutral,small,0.7,EUR/GBP,"EUR/GBP: The article suggests that the EUR/GBP currency pair is trading sideways and remains subdued ahead of the Eurozone Retail Sales data release, indicating a neutral sentiment for the EUR."
2026-03-05,,https://www.fxstreet.com/news/eurozone-gas-shock-challenges-ecb-path-bny-202603050853,EUR,Eurozone: Gas shock challenges ECB path – BNY,llm-sentiment-v1,bearish,medium,0.8,,"The article suggests that the sharp repricing of European natural gas futures has significantly overshot the ECB's recent projections, which could pose a challenge to the ECB's policy path. This is likely to be seen as a negative development for the euro."
2026-03-05,,https://www.fxstreet.com/news/japanese-yen-turns-upside-down-against-us-dollar-as-dovish-fed-bets-recede-202603050845,EUR,Japanese Yen turns upside down against US Dollar as dovish Fed bets recede,llm-sentiment-v1,neutral,null,0.7,,"The article discusses the Japanese Yen and US Dollar, and does not mention the Euro (EUR) directly. Since the article is focused on a different currency pair, it does not provide enough information to determine the sentiment for EUR."
2026-03-05,,https://www.fxstreet.com/news/gbp-sterling-outperforms-on-positioning-ing-202603050808,EUR,GBP: Sterling outperforms on positioning – ING,llm-sentiment-v1,bearish,medium,0.8,,"The article indicates that the Euro has underperformed the Pound, with EUR/GBP dropping sharply. This is attributed to stretched positioning and reduced expectations for Bank of England easing, which suggests a bearish sentiment for the Euro."
2026-03-05,,https://www.fxstreet.com/news/usd-cad-price-forecast-hand-holds-20-day-ema-amid-us-iran-war-202603050805,EUR,USD/CAD Price Forecast: Hand holds 20-day EMA amid US-Iran war,llm-sentiment-v1,neutral,null,0.7,USD/CAD,The article is focused on the USD/CAD pair and does not mention the EUR directly. There are no clear indications of sentiment for the EUR in the article.
2026-03-05,,https://www.fxstreet.com/news/eur-usd-oil-driven-terms-of-trade-support-dollar-commerzbank-202603050753,EUR,EUR/USD: Oil-driven terms of trade support Dollar – Commerzbank,llm-sentiment-v1,bearish,medium,0.8,EUR/USD,"EUR/USD: The article suggests that higher oil prices and the US status as a net oil exporter are supportive for the US Dollar against the Euro, which implies a bearish sentiment for the EUR."
2026-03-05,,https://www.fxstreet.com/news/aud-usd-price-forecast-trades-around-07050-after-breaking-below-nine-day-ema-202603050741,EUR,AUD/USD Price Forecast: Trades around 0.7050 after breaking below nine-day EMA,llm-sentiment-v1,neutral,null,0.5,AUD/USD,The article is focused on the AUD/USD pair and does not mention the EUR or provide any information that would indicate a directional sentiment for the EUR.
2026-03-05,,https://www.fxstreet.com/news/ecbs-villeroy-the-duration-of-iran-war-will-determine-impact-on-prices-202603050714,EUR,ECB’s Villeroy: The duration of Iran war will determine impact on prices,llm-sentiment-v1,bearish,medium,0.7,,"The article mentions that the ECB is closely tracking energy prices and markets amid the war in the Middle East, which suggests that the ECB is concerned about the potential impact of the war on energy prices and inflation. This could lead to a more dovish stance from the ECB, which would be bearish for the EUR."
2026-03-05,,https://www.fxstreet.com/news/new-zealand-dollar-weakens-below-05950-amid-persistent-geopolitical-risks-202603050706,EUR,New Zealand Dollar weakens below 0.5950 amid persistent geopolitical risks,llm-sentiment-v1,neutral,null,0.7,,"The article discusses the weakening of the New Zealand Dollar against the US Dollar, but does not mention the Euro or provide any information that would directly impact the sentiment for the Euro."
2026-03-05,,https://www.fxstreet.com/news/european-gas-upside-risks-build-on-russian-supply-threat-ing-202603050650,EUR,European gas: Upside risks build on Russian supply threat – ING,llm-sentiment-v1,bearish,medium,0.8,,"The article discusses growing upside risks for European gas due to potential disruptions in Russian gas supply to the EU and global LNG flows. This is likely to have a negative impact on the EUR, as higher energy costs and economic uncertainty can weigh on the Eurozone economy."
2026-03-05,,https://finance.yahoo.com/news/eurodry-edry-reports-profitable-q4-152016059.html,EUR,EuroDry (EDRY) Reports Profitable Q4 with Surging Adjusted EBITDA,llm-sentiment-v1,neutral,null,0.5,,"The article is about the financial performance of a company called EuroDry, which is not directly related to the EUR currency. There are no clear indications of the sentiment for the EUR currency itself."
2026-03-05,,https://investinglive.com/news/australian-trade-balance-highlights-a-light-asia-pacific-calendar-eyes-on-korea-20260304/,AUD,Australian trade balance highlights a light Asia-Pacific calendar. Eyes on Korea,keyword-sentiment-v1.1,bullish,small,0.9,,AUD showing strength with 1 positive indicators
2026-03-05,,https://timesofindia.indiatimes.com/tv/news/hindi/the-50-ridhi-dogra-discusses-her-bond-with-siwet-tomar-with-yuvika-choudhary-says-my-last-2-3-years-were-very-difficult-was-cut-off-/articleshow/128991790.cms,AUD,"The 50: Ridhi Dogra discusses her bond with Siwet Tomar with Yuvika Choudhary; says 'My last 2-3 years were very difficult, was cut off...'",keyword-sentiment-v1.1,neutral,,0.3,,AUD mixed signals; markets consolidating
2026-03-05,,https://www.globenewswire.com/news-release/2026/03/04/3249202/0/en/George-Weston-Limited-Reports-Adjusted-Diluted-Net-Earnings-Per-Common-Share-Growth-of-15-2-in-the-Fourth-Quarter.html,AUD,George Weston Limited Reports Adjusted Diluted Net Earnings Per Common Share Growth of 15.2% in the Fourth Quarter,keyword-sentiment-v1.1,neutral,,0.3,,AUD mixed signals; markets consolidating
2026-03-05,,https://financialpost.com/globe-newswire/george-weston-limited-reports-adjusted-diluted-net-earnings-per-common-share-growth-of-15-2-in-the-fourth-quarter,AUD,George Weston Limited Reports Adjusted Diluted Net Earnings Per Common Share Growth of 15.2% in the Fourth Quarter,keyword-sentiment-v1.1,neutral,,0.3,,AUD mixed signals; markets consolidating
2026-03-05,,https://investinglive.com/news/australian-trade-balance-highlights-a-light-asia-pacific-calendar-eyes-on-korea-20260304/,AUD,Australian trade balance highlights a light Asia-Pacific calendar. Eyes on Korea,llm-sentiment-v1,bearish,medium,0.7,,"The article highlights a weaker-than-expected trade balance for Australia, which could be negative for the AUD. Additionally, the article mentions that the AUD was a 'laggard' despite stronger GDP, suggesting potential headwinds for the currency."
2026-03-05,,https://timesofindia.indiatimes.com/tv/news/hindi/the-50-ridhi-dogra-discusses-her-bond-with-siwet-tomar-with-yuvika-choudhary-says-my-last-2-3-years-were-very-difficult-was-cut-off-/articleshow/128991790.cms,AUD,"The 50: Ridhi Dogra discusses her bond with Siwet Tomar with Yuvika Choudhary; says 'My last 2-3 years were very difficult, was cut off...'",llm-sentiment-v1,neutral,null,0.2,,The article discusses a personal conversation between two individuals and does not contain any information related to the Australian dollar or the foreign exchange market.
2026-03-05,,https://www.globenewswire.com/news-release/2026/03/04/3249202/0/en/George-Weston-Limited-Reports-Adjusted-Diluted-Net-Earnings-Per-Common-Share-Growth-of-15-2-in-the-Fourth-Quarter.html,AUD,George Weston Limited Reports Adjusted Diluted Net Earnings Per Common Share Growth of 15.2% in the Fourth Quarter,llm-sentiment-v1,neutral,null,0.5,,"The article is about the financial results of George Weston Limited, a Canadian company, and does not contain any information directly related to the Australian dollar (AUD) or the foreign exchange market. Therefore, there is no clear sentiment for AUD that can be determined from this article."
2026-03-05,,https://financialpost.com/globe-newswire/george-weston-limited-reports-adjusted-diluted-net-earnings-per-common-share-growth-of-15-2-in-the-fourth-quarter,AUD,George Weston Limited Reports Adjusted Diluted Net Earnings Per Common Share Growth of 15.2% in the Fourth Quarter,llm-sentiment-v1,neutral,null,0.2,,The article is about George Weston Limited's financial results and does not contain any information directly related to the Australian dollar (AUD).
